machine_id,duree_connexion,nombre_requetes,volume_donnees,statut_connexion,intensite_connexion,os_type_Android,os_type_Linux,os_type_MacOS,os_type_Windows
M835,157.9608117182651,169,353.96581739331475,fail,59820.223139470196,False,False,False,True
M808,120.77569230733022,70,617.6885895901727,fail,43238.201271312086,True,False,False,False
M577,105.66537243013263,180,516.8440732885185,fail,93031.93319193333,False,False,False,True
M1450,109.97088311587352,287,488.9030621763088,fail,140315.17884460062,False,False,True,False
M1349,145.236299517676,255,459.4824991961339,fail,117168.03729501415,False,False,False,True
M1023,166.13863314449074,87,850.8917713359908,fail,74027.5841062312,False,False,True,False
M686,120.77569230733022,128,341.8532996308494,success,43757.22235274872,False,False,False,True
M96,185.7969151255415,139,583.8435088278421,fail,81154.24772707006,False,True,False,False
M934,120.77569230733022,146,345.2151279582046,fail,50401.408681897876,True,False,False,False
M405,75.53227560945031,216,395.99988447124673,fail,85535.9750457893,True,False,False,False
M652,183.01729576759817,158,403.2777926033304,fail,63717.891231326204,False,False,False,True
M1494,153.4532972413038,213,527.1768788121058,success,112288.67518697852,False,False,False,True
M1242,83.4017162777051,247,370.5857709469713,fail,91534.68542390192,False,False,True,False
M918,107.13018434467502,284,836.585712322831,success,237590.342299684,False,False,True,False
M21,92.6712890188666,239,469.2962831624941,success,112161.81167583608,True,False,False,False
M321,104.552509363619,274,574.5051985304904,fail,157414.42439735436,False,False,False,True
M663,81.78456200626427,184,619.5213237464717,success,113991.9235693508,False,False,True,False
M432,59.09252825878481,206,544.5293408811226,fail,112173.04422151126,False,True,False,False
M313,96.10363774428916,257,534.5475102104359,success,137378.71012408202,True,False,False,False
M807,144.58343134073058,202,254.98039886530373,success,51506.04057079135,True,False,False,False
M1131,145.02161682106865,193,242.217941287036,fail,46748.06266839795,False,True,False,False
M1499,97.51513702231703,145,293.98747332089107,fail,42628.1836315292,False,True,False,False
M733,131.1941970616513,157,502.6386324111241,fail,78914.26528854648,False,False,False,True
M1170,151.03803682530562,199,556.8568014200015,success,110814.5034825803,False,True,False,False
M784,74.81126942851874,119,502.6386324111241,fail,59813.997256923765,True,False,False,False
M917,123.5371568312512,245,577.8641444150926,success,141576.7153816977,False,True,False,False
M1053,113.27677888783752,243,569.4834957796081,success,138384.48947444477,False,False,False,True
M1492,126.65039717746345,282,691.7295979486126,fail,195067.74662150876,False,True,False,False
M359,141.80708919289413,264,325.67573366533367,fail,85978.39368764809,False,True,False,False
M656,68.59213805261854,213,552.6003413982731,fail,117703.87271783219,True,False,False,False
M827,87.46046843791262,175,584.2139593520786,fail,102237.44288661376,False,False,False,True
M364,112.20126866854868,249,207.75076589900908,success,51729.94070885326,False,True,False,False
M41,142.4979131176109,232,387.9009722072505,fail,89993.02555208212,False,False,False,True
M383,146.34776490720589,191,589.9575799152327,success,112681.89776380945,False,False,True,False
M1296,45.4541568659979,144,594.5167409215408,fail,85610.41069270187,False,True,False,False
M1415,138.42097717470614,218,381.853710221785,fail,83244.10882834913,False,False,False,True
M1427,120.77569230733022,163,648.8424891979183,success,105761.32573926069,True,False,False,False
M411,157.1885272449353,147,301.05812003993697,success,44255.54364587073,False,True,False,False
M917,144.5474430192735,252,502.6386324111241,success,126664.93536760328,False,True,False,False
M802,151.92524786365357,143,502.6386324111241,success,71877.32443479075,False,True,False,False
M626,199.3068817559347,189,237.03105159799048,fail,44798.8687520202,False,False,True,False
M1122,110.2872601498579,242,519.5658169006161,success,125734.92768994911,False,True,False,False
M1105,95.8768375240834,234,505.8314727138196,success,118364.56461503379,False,False,False,True
M489,118.11099050489194,235,238.0097968162536,success,55932.3022518196,False,True,False,False
M865,78.70524109962854,161,504.6030638719104,success,81241.09328337757,False,False,False,True
M391,120.77569230733022,248,291.4330436605694,success,72275.39482782122,False,True,False,False
M920,120.77569230733022,203,552.7982056747604,fail,112218.03575197636,False,False,False,True
M1421,188.7173784146792,239,327.1886799217555,fail,78198.09450129957,True,False,False,False
M920,165.18293093270023,98,688.5383362760804,success,67476.75695505587,False,False,False,True
M254,126.22818985965029,192,649.9693990647519,fail,124794.12462043235,False,False,False,True
M1140,124.26653898570235,148,597.66100137683,success,88453.82820377084,False,True,False,False
M1345,53.759805929956855,227,583.6006699165912,fail,132477.3520710662,False,True,False,False
M187,94.96007668936385,169,307.43146708863617,fail,51955.91793797951,False,True,False,False
M764,120.77569230733022,172,388.0467088680084,success,66744.03392529745,False,False,True,False
M726,120.77569230733022,200,655.8968287375687,success,131179.36574751374,True,False,False,False
M1422,124.09483728801592,89,433.819330093287,success,38609.920378302544,False,False,False,True
M127,112.35067354436984,116,502.6386324111241,fail,58306.0813596904,False,True,False,False
M291,112.39139623419972,276,535.7983954467657,fail,147880.3571433073,False,True,False,False
M191,35.278917390768214,209,562.187149199185,success,117497.11418262967,False,False,False,True
M114,92.81358072529254,216,271.7258435869095,success,58692.78221477245,False,False,False,True
M706,74.58478583785984,326,470.083149527377,fail,153247.1067459249,False,True,False,False
M1035,78.60258636355091,185,398.4186022020526,fail,73707.44140737974,False,False,True,False
M1229,64.51572383033104,211,420.103537173728,fail,88641.84634365661,False,False,True,False
M704,115.52837122933158,279,368.6616453226899,success,102856.59904503048,False,False,True,False
M1464,120.77569230733022,185,545.2087036115083,success,100863.61016812905,True,False,False,False
M717,175.7079511986623,226,648.2370153461509,success,146501.5654682301,True,False,False,False
M943,89.55460990077674,187,520.5290224654835,fail,97338.92720104542,False,True,False,False
M554,155.21527697550968,193,539.3001617380608,fail,104084.93121544573,True,False,False,False
M767,81.60548227021684,336,407.1478826991207,fail,136801.68858690455,False,True,False,False
M800,133.77650803214826,161,381.3367226870938,success,61395.212352622104,True,False,False,False
M1368,33.20787670218084,155,575.5639447084104,success,89212.41142980361,True,False,False,False
M1126,135.59431194729274,229,274.62788557888354,fail,62889.78579756433,False,False,False,True
M542,84.37047319283207,170,170.54325589647368,fail,28992.353502400525,True,False,False,False
M1090,208.09040851752536,197,354.74557952785767,success,69884.87916698796,False,False,False,True
M208,120.77569230733022,121,854.4409322484364,fail,103387.3528020608,False,True,False,False
M1156,148.44668694604002,211,319.12536716547675,fail,67335.45247191559,False,False,True,False
M210,120.6395038054934,226,730.1458479833861,success,165012.96164424528,True,False,False,False
M527,158.96516055133532,213,449.4222657753225,fail,95726.9426101437,False,False,True,False
M8,104.66857967048009,167,312.7608997747167,success,52231.07026237768,True,False,False,False
M17,145.5442842565663,235,414.5607774431325,success,97421.78269913614,False,True,False,False
M254,96.86252133325507,112,660.0380717536074,success,73924.26403640403,True,False,False,False
M1282,120.77569230733022,238,193.58374079118929,fail,46072.930308303046,False,False,True,False
M380,169.36243506517707,297,578.9050282821868,fail,171934.79339980948,False,False,False,True
M433,156.03350566696278,276,427.68453276054464,success,118040.93104191033,True,False,False,False
M840,106.54514196966264,207,373.9298234235088,success,77403.47344866632,True,False,False,False
M1193,72.79128949791331,220,365.0621300744394,success,80313.66861637666,False,True,False,False
M897,160.9583212353145,188,487.49704346462806,success,91649.44417135007,False,False,False,True
M571,77.13739048629526,198,689.4240545601781,fail,136505.96280291525,False,False,False,True
M367,109.40143943356316,280,324.37500715284085,fail,90825.00200279545,False,True,False,False
M693,157.4356979173628,195,561.3359923038095,fail,109460.51849924284,False,True,False,False
M380,139.6971542228434,282,310.717563612325,success,87622.35293867566,False,True,False,False
M1398,98.4691728536204,147,700.3284025578982,success,102948.27517601104,False,False,True,False
M220,98.51042532542284,257,502.6386324111241,fail,129178.12852965889,False,False,False,True
M4,108.98858062068184,183,401.9159384879312,fail,73550.61674329141,False,False,False,True
M149,130.96937684033787,192,567.9578526729647,success,109047.90771320922,False,False,False,True
M121,112.86712489466788,153,574.0287790962802,success,87826.40320173088,False,False,False,True
M373,120.77569230733022,229,502.6386324111241,success,115104.24682214741,True,False,False,False
M105,148.62336868735164,101,609.675144084215,fail,61577.18955250572,False,False,True,False
M1251,89.84364300118916,285,578.2435396897744,fail,164799.4088115857,False,False,False,True
M1215,25.583711640591503,172,453.991140823846,success,78086.47622170152,True,False,False,False
M105,152.31094508463943,236,349.9019547005188,success,82576.86130932243,False,True,False,False
M817,120.77569230733022,259,339.7390858748976,success,87992.42324159849,True,False,False,False
M1430,171.82558548280684,201,512.0387494988963,success,102919.78864927815,False,True,False,False
M1453,127.81342815613992,278,502.6386324111241,success,139733.5398102925,False,True,False,False
M798,109.2435171057858,195,502.6386324111241,fail,98014.5333201692,False,False,False,True
M320,117.97727501890591,160,676.268153176145,success,108202.9045081832,False,False,False,True
M682,127.929840532907,150,655.2631433098845,fail,98289.47149648269,True,False,False,False
M134,188.25217432974085,159,607.4181789441599,success,96579.49045212142,False,False,False,True
M37,95.74862029592737,180,429.6141113412662,success,77330.54004142791,False,False,True,False
M817,93.16895418471884,246,607.3677911900073,fail,149412.4766327418,False,False,True,False
M927,144.90780377102965,115,568.5800964581153,fail,65386.71109268327,False,False,True,False
M362,129.55724690583008,219,353.0962414507008,fail,77328.07687770348,False,True,False,False
M252,87.77417100838181,239,461.2880929515512,fail,110247.85421542074,True,False,False,False
M1403,79.20865848399372,136,402.9144547230813,fail,54796.36584233906,False,False,False,True
M921,114.395500011276,157,376.8088327128471,success,59158.986735916995,False,False,True,False
M1090,23.84809525837012,134,380.95373322091456,fail,51047.80025160255,False,True,False,False
M222,133.12655817199632,179,119.11053171928864,fail,21320.785177752667,False,False,False,True
M491,152.11841162936486,270,398.8759833625308,fail,107696.51550788332,False,True,False,False
M1199,55.22168721423874,271,204.0184640750541,success,55289.003764339664,True,False,False,False
M164,160.0504594475998,227,732.4113504055535,success,166257.37654206067,True,False,False,False
M911,153.88859091103134,193,343.6051300382902,fail,66315.79009739001,False,False,False,True
M1251,177.686714503855,237,620.1805893204556,success,146982.799668948,False,False,True,False
M762,86.97057818596947,189,534.107664959774,success,100946.34867739728,False,True,False,False
M1093,108.90509836059634,146,870.8328758262942,fail,127141.59987063895,False,True,False,False
M243,136.69551108558724,197,447.2151815825695,fail,88101.3907717662,False,False,False,True
M80,122.55231374962236,194,776.1845204224051,fail,150579.7969619466,True,False,False,False
M956,149.61213521729684,227,502.6386324111241,fail,114098.96955732517,False,False,False,True
M95,120.77569230733022,147,699.4697464598522,fail,102822.05272959828,False,False,False,True
M828,134.2997427276958,120,646.0341352441507,fail,77524.09622929808,False,False,False,True
M1166,96.70229450758558,171,364.4241949534422,success,62316.53733703862,False,False,False,True
M873,74.72227373509511,103,502.6386324111241,success,51771.77913834578,True,False,False,False
M645,143.6351479562685,113,412.2937213909913,fail,46589.19051718202,False,False,False,True
M1440,142.61843568617562,190,418.8236563290132,fail,79576.49470251251,False,True,False,False
M828,120.77569230733022,234,463.4457234283112,fail,108446.29928222482,True,False,False,False
M711,107.30840418350952,300,457.3082614215394,success,137192.4784264618,False,False,False,True
M1099,118.20163696591062,279,396.0479008564463,success,110497.36433894851,False,False,False,True
M8,109.50872215657331,224,347.925148296961,fail,77935.23321851926,False,True,False,False
M10,105.8851085808381,201,532.3294814393279,fail,106998.2257693049,True,False,False,False
M428,78.79762928922432,246,823.483303513993,fail,202576.89266444228,False,False,False,True
M1446,85.1426261788281,242,388.6005765078576,fail,94041.33951490154,False,True,False,False
M45,181.44291650330428,167,384.83097949435336,success,64266.77357555701,False,False,True,False
M1292,106.97452376902056,143,878.3130576824572,success,125598.76724859138,False,True,False,False
M708,136.03767432375702,219,502.6386324111241,success,110077.86049803617,False,True,False,False
M288,75.08086088343231,162,736.9237213706148,success,119381.64286203959,False,True,False,False
M605,85.76771316290026,192,378.7533001850721,fail,72720.63363553384,False,False,False,True
M429,147.73129423031898,189,733.3553587929584,success,138604.16281186914,False,True,False,False
M12,121.56938669753984,234,387.1632248530268,success,90596.19461560827,False,True,False,False
M450,90.25943614362409,204,208.37981806104267,success,42509.48288445271,False,True,False,False
M1293,85.75059025852863,115,502.6386324111241,success,57803.44272727927,False,True,False,False
M849,122.77791633308658,189,300.3941538392137,success,56774.49507561138,False,True,False,False
M80,155.735129843449,114,623.7434665946361,fail,71106.75519178851,False,True,False,False
M957,63.91309668817777,277,404.6478746539859,success,112087.4612791541,False,True,False,False
M373,182.20540529472743,141,720.2010268224151,success,101548.34478196052,True,False,False,False
M1174,65.75765914225794,51,630.6831151967067,fail,32164.83887503204,False,True,False,False
M998,88.2747129848368,160,221.1747148394353,fail,35387.954374309644,True,False,False,False
M305,92.77667437914774,158,502.6386324111241,fail,79416.9039209576,True,False,False,False
M243,91.85948666020596,284,401.2921766444605,fail,113966.97816702678,False,False,False,True
M867,99.55923220545392,174,410.3257119343423,fail,71396.67387657556,False,True,False,False
M662,85.56950573387506,261,571.0240686963249,success,149037.2819297408,False,True,False,False
M216,162.07015669960683,215,496.5291014639232,success,106753.7568147435,True,False,False,False
M650,169.08636003876643,233,595.3049755992357,success,138706.05931462193,False,True,False,False
M852,135.55036353463962,122,516.0987634948924,success,62964.04914637687,False,True,False,False
M261,152.58211648808347,221,345.2599242690867,success,76302.44326346816,False,False,False,True
M460,162.59498848944688,336,307.9893994264282,success,103484.43820727986,False,False,False,True
M277,157.21597394684753,316,293.0781934889782,success,92612.70914251711,False,True,False,False
M1299,72.7254682169444,145,502.7847333327124,fail,72903.78633324329,False,False,True,False
M1010,143.93465375171436,228,211.5496234287945,success,48233.31414176514,True,False,False,False
M1344,191.6475639361189,264,567.2119448943013,success,149743.95345209553,False,False,False,True
M407,143.6192267224019,244,470.5463028473989,fail,114813.29789476533,False,True,False,False
M1105,120.77569230733022,223,600.2982610994723,success,133866.51222518232,False,False,False,True
M290,99.2272581851472,259,541.2241158431698,fail,140177.04600338096,False,False,True,False
M1337,91.82849802992938,185,357.44177561778315,success,66126.72848928989,False,False,False,True
M196,58.96278077903776,272,498.3011964086505,success,135537.92542315295,True,False,False,False
M229,130.00995289939797,126,611.0399813534159,fail,76991.0376505304,True,False,False,False
M625,43.81579053724799,317,331.8361966808463,success,105192.07434782827,False,False,False,True
M1253,168.8272551962295,127,355.2234620102745,fail,45113.37967530486,False,False,True,False
M1213,102.27141309151604,238,622.1835797562171,success,148079.69198197967,False,True,False,False
M1388,208.8713453463643,222,332.1556190711078,fail,73738.54743378593,False,False,True,False
M1379,175.6728318141937,103,634.6211761731903,fail,65365.9811458386,False,False,True,False
M1459,120.77569230733022,225,498.8092102220388,success,112232.07229995873,True,False,False,False
M640,115.27124142019504,233,696.7368311025336,fail,162339.68164689033,True,False,False,False
M118,109.90547736606972,98,437.1981503212409,success,42845.41873148161,False,False,False,True
M1499,197.13099072685733,262,494.9151737890486,fail,129667.77553273074,False,True,False,False
M157,100.26624628024118,208,238.17186432336587,success,49539.7477792601,False,False,True,False
M1039,86.4862798117043,203,508.1282732892645,fail,103150.0394777207,False,False,False,True
M928,136.9826600273179,238,285.9810202620725,success,68063.48282237325,True,False,False,False
M159,107.94991932668026,177,412.455603743618,fail,73004.64186262038,True,False,False,False
M81,153.41592824874448,55,498.12114681748426,fail,27396.663074961634,False,True,False,False
M931,60.853061915251104,156,489.3991552654151,success,76346.26822140475,True,False,False,False
M1088,179.5549402980679,151,355.1338571730043,fail,53625.21243312365,True,False,False,False
M1493,144.2936463423663,115,580.5815944883825,fail,66766.883366164,False,False,False,True
M637,121.61525195502657,208,759.2881890014257,fail,157931.94331229656,False,True,False,False
M329,134.35762858222594,205,272.66159637990575,success,55895.627257880675,False,False,True,False
M1072,100.68477261183568,147,535.8943129544759,success,78776.46400430796,False,True,False,False
M701,120.77569230733022,188,459.6550789709389,success,86415.15484653652,False,False,False,True
M75,120.77569230733022,186,593.1059421484767,success,110317.70523961667,False,False,False,True
M558,136.0722057812341,204,613.4266437247852,fail,125139.03531985618,False,False,False,True
M1372,105.73027637082808,154,303.1175642102953,fail,46680.10488838548,False,False,False,True
M1033,75.76935958608918,199,681.2009494082525,success,135558.98893224227,False,False,False,True
M28,97.0044362998866,250,441.1448551042513,fail,110286.21377606282,False,True,False,False
M1123,105.1072505928517,267,405.0397447621895,fail,108145.6118515046,False,False,False,True
M462,138.7089843690051,284,542.5378072910638,success,154080.73727066212,False,True,False,False
M87,70.41912540443255,255,619.6167179795465,success,158002.26308478435,True,False,False,False
M709,120.77569230733022,249,489.9060908851969,fail,121986.61663041402,False,False,False,True
M1018,100.35267027599971,95,264.5727428330414,fail,25134.41056913893,False,False,True,False
M881,120.89155916271616,218,573.9745833759864,success,125126.45917596504,False,False,False,True
M593,125.30890132363406,186,369.5190331372276,fail,68730.54016352433,False,False,True,False
M777,166.76281671020084,131,633.8731585547923,success,83037.3837706778,True,False,False,False
M1449,89.26372912247112,293,753.4569707416895,success,220762.892427315,False,False,False,True
M689,93.07032186054766,262,492.3568787434782,success,128997.50223079129,True,False,False,False
M181,120.77569230733022,333,566.8626632845222,fail,188765.2668737459,False,True,False,False
M1198,158.3132527627232,84,610.2626664598514,success,51262.063982627515,False,True,False,False
M284,93.82389293041147,178,464.9317685193436,fail,82757.85479644316,False,False,True,False
M395,57.44697630534269,224,400.1307557680246,success,89629.2892920375,True,False,False,False
M1209,120.77569230733022,98,522.9135409229307,success,51245.52701044721,False,True,False,False
M912,142.63795354991714,290,559.4809224127855,success,162249.4674997078,False,True,False,False
M1070,59.72680433911418,232,519.0902654042083,fail,120428.94157377632,False,True,False,False
M1026,88.37232094710791,330,502.6386324111241,success,165870.74869567095,False,True,False,False
M868,147.01355037475324,223,661.6090675932023,success,147538.82207328413,False,False,False,True
M753,52.18934517883959,306,388.9759909459138,fail,119026.65322944961,False,True,False,False
M887,200.34796231909587,294,453.0607781936153,success,133199.8687889229,False,False,False,True
M471,145.82918163221427,229,524.1991435604733,fail,120041.60387534839,False,True,False,False
M1108,97.0378582399043,145,406.6147833407158,success,58959.14358440379,False,True,False,False
M1398,63.858118507796,285,530.2807319058446,fail,151130.00859316572,False,False,False,True
M118,152.11826954741738,218,413.0919059827535,success,90054.03550424025,False,False,False,True
M139,122.17758329616493,233,447.0890607382581,fail,104171.75115201414,False,False,False,True
M625,165.19784063810636,233,535.1519054714589,success,124690.39397484993,False,False,False,True
M1181,80.69619200668751,195,465.9484089425804,success,90859.93974380317,False,False,True,False
M275,120.77569230733022,234,551.5770592761654,success,129069.03187062271,False,False,False,True
M1075,80.84530553684621,113,276.0246072748484,fail,31190.780622057868,False,False,False,True
M906,120.77569230733022,252,624.527399546535,success,157380.90468572683,False,False,False,True
M1211,150.2437827228451,186,736.6914943215047,fail,137024.61794379988,False,True,False,False
M1200,130.16193328708377,136,422.9757758339386,success,57524.70551341565,True,False,False,False
M221,145.46265227720642,223,364.07211098536703,success,81188.08074973685,True,False,False,False
M266,140.01703391184347,311,242.6758300501405,success,75472.18314559369,True,False,False,False
M294,105.95103384110236,247,461.0316347183905,fail,113874.81377544245,False,False,False,True
M1326,120.77569230733022,228,551.9978094641351,fail,125855.5005578228,False,True,False,False
M757,92.674730425714,117,687.5410714457844,fail,80442.30535915677,False,True,False,False
M1194,132.87493835359317,220,591.4225988418884,success,130112.97174521546,False,False,True,False
M8,88.16583500825062,180,465.3061417968103,success,83755.10552342585,False,False,True,False
M417,101.8972015310242,236,495.0978606859017,fail,116843.0951218728,False,True,False,False
M1167,92.90263443569955,193,163.4624234276909,success,31548.247721544347,True,False,False,False
M958,120.77569230733022,251,502.6386324111241,success,126162.29673519215,False,False,False,True
M1384,70.37401947466392,219,582.3456957307204,fail,127533.70736502777,False,True,False,False
M682,120.77569230733022,65,352.05011170228954,success,22883.25726064882,False,True,False,False
M13,120.77569230733022,171,487.03134693906014,success,83282.36032657928,False,False,False,True
M427,77.64645117038259,236,856.8947804826967,success,202227.1681939164,True,False,False,False
M637,114.2829575077946,68,716.5596293683211,success,48726.054797045836,False,False,False,True
M597,164.5966285357838,251,492.5738661950325,fail,123636.04041495315,False,True,False,False
M345,128.02697019388702,259,487.0956305055506,success,126157.7683009376,False,True,False,False
M1200,196.1653709116657,142,503.3906695924636,fail,71481.47508212984,False,True,False,False
M783,211.85801006829416,177,406.3626866770667,success,71926.1955418408,False,False,True,False
M514,39.8159004499073,139,486.773390892978,fail,67661.50133412394,False,True,False,False
M848,155.47195010469733,157,595.217494400461,success,93449.14662087237,True,False,False,False
M225,98.97285401584794,222,633.2283770234937,success,140576.69969921562,False,True,False,False
M364,85.47239619249936,56,488.774519767639,fail,27371.373106987783,False,True,False,False
M609,114.91574075738144,140,466.04139839839297,fail,65245.79577577502,True,False,False,False
M1022,213.4060515339564,248,299.70233440657466,fail,74326.17893283052,False,False,True,False
M553,130.60743273847964,209,448.2878148907917,fail,93692.15331217546,False,False,True,False
M529,120.0140684747774,147,711.521919396958,fail,104593.72215135282,False,True,False,False
M967,97.51851317248055,175,802.4853923448896,success,140434.9436603557,False,False,False,True
M1400,93.54217689915389,288,427.4970300890523,fail,123119.14466564707,False,True,False,False
M203,49.5379045540154,197,470.96385600107993,fail,92779.87963221275,False,False,False,True
M974,117.05953252567386,225,206.46661990623303,success,46454.98947890243,False,False,False,True
M554,128.7408364244126,184,571.7611368963658,success,105204.0491889313,False,True,False,False
M36,92.83853361886256,143,394.3830474291371,fail,56396.7757823666,False,True,False,False
M261,191.73185514923847,147,765.8470768133062,fail,112579.52029155601,False,True,False,False
M69,183.1000294694977,280,583.6839783652524,fail,163431.51394227069,True,False,False,False
M160,200.8534452044913,228,635.7998408490649,fail,144962.36371358682,False,False,False,True
M581,94.28619582466702,181,518.0520034110523,success,93767.41261740046,False,False,False,True
M924,88.09799326626111,275,419.5498569685856,success,115376.21066636103,False,True,False,False
M122,83.43576198778453,92,502.7548280841772,fail,46253.4441837443,False,False,False,True
M1347,139.36626146557913,118,200.6393628126749,fail,23675.44481189564,True,False,False,False
M577,117.36265930103129,275,404.37689722208086,fail,111203.64673607223,True,False,False,False
M118,120.77569230733022,260,685.1473388494603,success,178138.3081008597,False,False,False,True
M842,82.49208435968382,204,447.4025093564916,fail,91270.11190872428,False,False,False,True
M1326,102.11934019100264,228,354.02163187415226,success,80716.93206730671,False,True,False,False
M1399,86.20530349422924,234,223.12534349280293,fail,52211.330377315884,True,False,False,False
M500,147.43446459123328,153,656.8556122986876,fail,100498.90868169919,True,False,False,False
M270,87.64655202249956,280,502.6386324111241,fail,140738.81707511476,False,False,True,False
M875,151.23644436678725,297,540.1882617810679,success,160435.91374897718,False,False,False,True
M773,66.25048568368643,285,619.1035719205604,success,176444.5179973597,False,True,False,False
M1206,166.92361505463256,159,388.0933344391516,fail,61706.840175825106,False,False,True,False
M746,222.72806857069668,207,381.034810476895,success,78874.20576871726,False,True,False,False
M1486,141.9357039286809,225,668.8122895311458,fail,150482.7651445078,False,True,False,False
M606,149.73753418140748,274,497.4098725490107,fail,136290.30507842894,False,False,True,False
M730,120.77569230733022,174,586.3851884182147,fail,102031.02278476936,False,True,False,False
M230,99.88035447400196,116,326.3135412037078,fail,37852.37077963011,False,True,False,False
M972,51.75484747216302,305,627.2754480730049,fail,191319.01166226648,False,False,True,False
M823,135.77259676297905,274,264.1824131424579,fail,72385.98120103347,False,False,False,True
M539,64.28807856150272,216,376.5673199076226,fail,81338.54110004648,False,True,False,False
M1045,119.39150311816286,213,497.7510828722372,success,106020.98065178652,False,False,False,True
M716,144.98027698459592,200,372.3449993552804,success,74468.99987105608,False,False,True,False
M46,90.04788975162637,279,525.8023157482303,fail,146698.84609375626,False,False,False,True
M224,97.06107181384952,135,842.7583946410771,success,113772.3832765454,False,False,True,False
M538,163.91052848429808,245,624.9177961214315,fail,153104.8600497507,True,False,False,False
M1249,186.2818096578013,211,593.639855777099,fail,125258.00956896789,False,True,False,False
M872,128.03079816526574,249,549.5317818800511,success,136833.4136881327,False,False,True,False
M1153,161.96884659301875,218,577.6926961231153,success,125937.00775483914,True,False,False,False
M292,105.38844880949092,218,267.82567889814385,success,58385.997999795356,False,False,True,False
M1125,141.84903310742612,161,818.3571714659445,success,131755.50460601706,False,True,False,False
M16,120.77569230733022,166,500.642680572488,success,83106.68497503301,False,True,False,False
M1465,152.07378226737538,96,689.5495623057701,fail,66196.75798135393,False,False,False,True
M252,99.37459519031084,142,506.32672145050566,success,71898.3944459718,False,True,False,False
M709,66.49826289347999,261,366.3474405643464,fail,95616.68198729442,False,True,False,False
M713,61.5745232287932,246,228.33230916735988,success,56169.74805517053,False,False,False,True
M1444,99.35369532940004,97,477.8438212330186,success,46350.85065960281,True,False,False,False
M1087,119.81594984135178,272,372.97725248033305,fail,101449.81267465059,False,False,False,True
M950,140.45494028332268,263,414.4070464068858,fail,108989.05320501096,False,False,True,False
M976,19.70596043890906,154,502.6386324111241,fail,77406.34939131311,False,True,False,False
M31,98.11788175716444,175,388.97952352989125,fail,68071.41661773097,False,False,False,True
M616,120.77569230733022,138,730.315401502314,fail,100783.52540731934,False,False,False,True
M21,120.77569230733022,207,486.4547954510485,fail,100696.14265836704,False,False,False,True
M1444,162.6520239835703,132,585.789122048214,success,77324.16411036425,False,False,False,True
M1183,78.53546399679692,119,324.23330782621144,fail,38583.76363131916,False,False,True,False
M1087,179.97751345996144,337,489.0119028798619,success,164797.01127051347,False,False,True,False
M1005,98.16634690280236,282,362.9466402094727,success,102350.95253907131,False,True,False,False
M1013,128.29407330028565,183,542.8288983411879,success,99337.6883964374,False,True,False,False
M1270,128.5629067328102,301,422.3672172501164,fail,127132.53239228505,False,True,False,False
M620,129.05831482061737,224,450.6488059047416,success,100945.33252266212,False,False,True,False
M1272,60.1178839624804,236,623.2557223263171,success,147088.35046901085,True,False,False,False
M1314,144.00971751437396,83,485.7165576306844,fail,40314.474283346804,False,False,False,True
M181,109.85860609405933,166,505.1854631817286,fail,83860.78688816694,False,False,True,False
